referencia,nombre,familia,unidad,precio_tarifa,iva,atributos
0010030566,aroTHERM Split 12 230V sensoCOMFORT cableado ACS (200 l),bomba_calor,ud,13345.00,21,"{""potencia_kw"": 12.0, ""control"": ""cableado""}"
0020315931,aroTHERM Split 12 400V sensoCOMFORT inalámbrico ACS (200 l),bomba_calor,ud,13880.00,21,"{""potencia_kw"": 12.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020315932,aroTHERM Split 12 400V sensoCOMFORT cableado ACS (200 l),bomba_calor,ud,13790.00,21,"{""potencia_kw"": 12.0, ""trifasica"": true, ""control"": ""cableado""}"
8000037924,Ampliación cascadas Split plus 4 230V,cascada,ud,7665.00,21,{}
8000037925,Ampliación cascadas Split plus 6 230V,cascada,ud,8075.00,21,{}
8000037926,Ampliación cascadas Split plus 8 230V,cascada,ud,8625.00,21,{}
0010030554,Ampliación cascadas Split 12,cascada,ud,11165.00,21,{}
0010030555,Ampliación cascadas Split 12 400V,cascada,ud,11610.00,21,"{""trifasica"": true}"
0020275156,flexoTHERM 5 sensoCOMFORT inalámbrico,bomba_calor,ud,11965.00,21,"{""potencia_kw"": 5.0, ""control"": ""inalambrico""}"
0020231528,flexoTHERM 5 sensoCOMFORT cableado,bomba_calor,ud,11875.00,21,"{""potencia_kw"": 5.0, ""control"": ""cableado""}"
0020275157,flexoTHERM 8 sensoCOMFORT inalámbrico,bomba_calor,ud,13495.00,21,"{""potencia_kw"": 8.0, ""control"": ""inalambrico""}"
0020231529,flexoTHERM 8 sensoCOMFORT cableado,bomba_calor,ud,13405.00,21,"{""potencia_kw"": 8.0, ""control"": ""cableado""}"
0020275158,flexoTHERM 11 sensoCOMFORT inalámbrico,bomba_calor,ud,14380.00,21,"{""potencia_kw"": 11.0, ""control"": ""inalambrico""}"
0020231530,flexoTHERM 11 sensoCOMFORT cableado,bomba_calor,ud,14290.00,21,"{""potencia_kw"": 11.0, ""control"": ""cableado""}"
0020275161,flexoTHERM 11 400V sensoCOMFORT inalámbrico,bomba_calor,ud,14380.00,21,"{""potencia_kw"": 11.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020231522,flexoTHERM 11 400V sensoCOMFORT cableado,bomba_calor,ud,14290.00,21,"{""potencia_kw"": 11.0, ""trifasica"": true, ""control"": ""cableado""}"
0020275162,flexoTHERM 15 400V sensoCOMFORT inalámbrico,bomba_calor,ud,15235.00,21,"{""potencia_kw"": 15.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020231523,flexoTHERM 15 400V sensoCOMFORT cableado,bomba_calor,ud,15145.00,21,"{""potencia_kw"": 15.0, ""trifasica"": true, ""control"": ""cableado""}"
0020275163,flexoTHERM 19 400V sensoCOMFORT inalámbrico,bomba_calor,ud,16415.00,21,"{""potencia_kw"": 19.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020231524,flexoTHERM 19 400V sensoCOMFORT cableado,bomba_calor,ud,16325.00,21,"{""potencia_kw"": 19.0, ""trifasica"": true, ""control"": ""cableado""}"
0020275164,flexoTHERM 5 fluoCOLLECT sensoCOMFORT inalámbrico,bomba_calor,ud,14285.00,21,"{""potencia_kw"": 5.0, ""control"": ""inalambrico""}"
0020231542,flexoTHERM 5 fluoCOLLECT sensoCOMFORT cableado,bomba_calor,ud,14195.00,21,"{""potencia_kw"": 5.0, ""control"": ""cableado""}"
0020275165,flexoTHERM 8 fluoCOLLECT sensoCOMFORT inalámbrico,bomba_calor,ud,15815.00,21,"{""potencia_kw"": 8.0, ""control"": ""inalambrico""}"
0020231543,flexoTHERM 8 fluoCOLLECT sensoCOMFORT cableado,bomba_calor,ud,15725.00,21,"{""potencia_kw"": 8.0, ""control"": ""cableado""}"
0020275166,flexoTHERM 11 fluoCOLLECT sensoCOMFORT inalámbrico,bomba_calor,ud,16700.00,21,"{""potencia_kw"": 11.0, ""control"": ""inalambrico""}"
0020231544,flexoTHERM 11 fluoCOLLECT sensoCOMFORT cableado,bomba_calor,ud,16610.00,21,"{""potencia_kw"": 11.0, ""control"": ""cableado""}"
0020275169,flexoTHERM 11 400V fluoCOLLECT sensoCOMFORT inalámbrico,bomba_calor,ud,16700.00,21,"{""potencia_kw"": 11.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020231536,flexoTHERM 11 400V fluoCOLLECT sensoCOMFORT cableado,bomba_calor,ud,16610.00,21,"{""potencia_kw"": 11.0, ""trifasica"": true, ""control"": ""cableado""}"
0020275170,flexoTHERM 15 400V fluoCOLLECT sensoCOMFORT inalámbrico,bomba_calor,ud,18175.00,21,"{""potencia_kw"": 15.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020231537,flexoTHERM 15 400V fluoCOLLECT sensoCOMFORT cableado,bomba_calor,ud,18085.00,21,"{""potencia_kw"": 15.0, ""trifasica"": true, ""control"": ""cableado""}"
0020275171,flexoTHERM 19 400V fluoCOLLECT sensoCOMFORT inalámbrico,bomba_calor,ud,19355.00,21,"{""potencia_kw"": 19.0, ""trifasica"": true, ""control"": ""inalambrico""}"
0020231538,flexoTHERM 19 400V fluoCOLLECT sensoCOMFORT cableado,bomba_calor,ud,19265.00,21,"{""potencia_kw"": 19.0, ""trifasica"": true, ""control"": ""cableado""}"
0020275177,flexoCOMPACT 5 sensoCOMFORT inalámbrico,regulacion,ud,16415.00,21,"{""control"": ""inalambrico""}"
0020231531,flexoCOMPACT 5 sensoCOMFORT cableado,regulacion,ud,16325.00,21,"{""control"": ""cableado""}"
0020275178,flexoCOMPACT 8 sensoCOMFORT inalámbrico,regulacion,ud,16980.00,21,"{""control"": ""inalambrico""}"
0020231532,flexoCOMPACT 8 sensoCOMFORT cableado,regulacion,ud,16890.00,21,"{""control"": ""cableado""}"
0020275179,flexoCOMPACT 11 sensoCOMFORT inalámbrico,regulacion,ud,17590.00,21,"{""control"": ""inalambrico""}"
0020231533,flexoCOMPACT 11 sensoCOMFORT cableado,regulacion,ud,17500.00,21,"{""control"": ""cableado""}"
0020275182,flexoCOMPACT 11 400V sensoCOMFORT inalámbrico,regulacion,ud,17570.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
0020231527,flexoCOMPACT 11 400V sensoCOMFORT cableado,regulacion,ud,17480.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
0020275183,flexoCOMPACT 5 fluoCOLLECT sensoCOMFORT inalámbrico,regulacion,ud,18735.00,21,"{""control"": ""inalambrico""}"
0020231545,flexoCOMPACT 5 fluoCOLLECT sensoCOMFORT cableado,regulacion,ud,18645.00,21,"{""control"": ""cableado""}"
0020275184,flexoCOMPACT 8 fluoCOLLECT sensoCOMFORT inalámbrico,regulacion,ud,19300.00,21,"{""control"": ""inalambrico""}"
0020231546,flexoCOMPACT 8 fluoCOLLECT sensoCOMFORT cableado,regulacion,ud,19210.00,21,"{""control"": ""cableado""}"
0020275185,flexoCOMPACT 11 fluoCOLLECT sensoCOMFORT inalámbrico,regulacion,ud,19910.00,21,"{""control"": ""inalambrico""}"
0020231547,flexoCOMPACT 11 fluoCOLLECT sensoCOMFORT cableado,regulacion,ud,19820.00,21,"{""control"": ""cableado""}"
0020275188,flexoCOMPACT 11 fluoCOLLECT 400V sensoCOMFORT inalámbrico,regulacion,ud,19890.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
0020231541,flexoCOMPACT 11 fluoCOLLECT 400V sensoCOMFORT cableado,regulacion,ud,19800.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
0010037620,geoTHERM perform VWS 260/3 S1,bomba_calor,ud,25155.00,21,{}
0010037621,geoTHERM perform VWS 400/3 S1,bomba_calor,ud,38135.00,21,{}
0010037622,geoTHERM perform VWS 780/3 S1,bomba_calor,ud,47830.00,21,{}
0010037630,Control VRT 310,regulacion,ud,510.00,21,{}
0010037632,Módulo auxiliar VR 640,regulacion,ud,1275.00,21,{}
0010040731,Sonda temperatura para passive cooling,accesorio,ud,75.00,21,{}
0010037625,Válvula de 3 vías DN40. Compatible con VWS 260/3 S1,accesorio,ud,555.00,21,{}
0010037626,Válvula de 3 vías DN50. Compatible con VWS 400/3 S1 y VWS 780/3 S1,accesorio,ud,610.00,21,{}
0010041870,Interfaz Modbus para equipos de geoTHERM perform,bomba_calor,ud,805.00,21,{}
0020260921,sensoCOMFORT Control cableado principal para la generación y distribución de energía.,regulacion,ud,345.00,21,"{""control"": ""cableado""}"
0020260925,sensoCOMFORT Remoto Control para gestionar cada circuito / zona adicional.,regulacion,ud,190.00,21,{}
0020260937,sensoCOMFORT Radio Control inalámbrico principal para la generación y distribución de energía.,regulacion,ud,435.00,21,"{""control"": ""inalambrico""}"
0020260940,sensoCOMFORT Remoto Control inalámbrico para gestionar cada circuito / zona adicional.,regulacion,ud,240.00,21,"{""control"": ""inalambrico""}"
0020184844,VR 70 Módulo eBUS para gestionar 2 circuitos de mezcla / 2 zonas y otras funcionalidades.,regulacion,ud,275.00,21,{}
0020184847,VR 71 Módulo eBUS para gestionar 3 circuitos de mezcla / 3 zonas y otras funcionalidades.,regulacion,ud,330.00,21,{}
0010037342,Módulo myVAILLANT Módulo de conectividad myVAILLANT VR 940f.,regulacion,ud,235.00,21,{}
0020151256,Termómetro compatible con modelo 150l,otros,ud,85.00,21,{}
0010003776,Termómetro compatible con modelos >150l,otros,ud,85.00,21,{}
0020230734,Resistencia eléctrica 2/4/6 kW (3ph) compatible con modelos BR y MR a partir de 300 litros,otros,ud,585.00,21,{}
0010026717,VWZ MPS 30 mural B 30 380/545 1/2” - 3/4” 6 100,otros,ud,840.00,21,{}
0010034126,VP RW 45/2 B mural B 45 365/895 6 a 1 1/4” 3 85,deposito_inercia,ud,920.00,21,{}
0020249971,VPS R 100/1 M mural A 100 550/932 8 a 1 1/2” 3 95,deposito_inercia,ud,1095.00,21,{}
8000013753,"VI 80 Mural B 80 480x749 6 a 1""1/4 6 110",deposito_inercia,ud,1075.00,21,{}
8000013817,"VI 150 Suelo C 140 480x1155 8 a 1""1/4 6 110",deposito_inercia,ud,1120.00,21,{}
0010009455,VI 200 suelo B 200 620/985 8 a 1 1/2” 6 100,deposito_inercia,ud,1170.00,21,{}
0010009456,VI 370 suelo C 370 620/1.725 6 a 2” 6 100,deposito_inercia,ud,1605.00,21,{}
8000013824,"Resistencia 2,2 kW para depósitos VI 80, VI 150, VI 200 y VI 370",deposito_inercia,ud,225.00,21,{}
0010040065,Carcasa metálica aislante para VPM 135-180/4 W,otros,ud,1185.00,21,{}
0010040066,Bomba circuladora de ACS para VPM 90/4 W,accesorio,ud,910.00,21,{}
0010040067,Bomba circuladora de ACS para VPM 135-180/4 W,accesorio,ud,1010.00,21,{}
0010005891,"Tubo PE-Xa con barrera 16 mm x 200 m 3 1,8 200",otros,ud,1.42,21,{}
0020115236,"Tubo PE-Xa con barrera 16 mm x 500 m 3 1,8 500",otros,ud,1.42,21,{}
0020254298,Tubo PE-RT (II)/EVOH/PE-RT (III) básico con barrera 17 mm x 200m 5 2 200,otros,ud,1.44,21,{}
0020254299,Tubo PE-RT (II)/EVOH/PE-RT (III) básico con barrera 17 mm x 500m 5 2 500,otros,ud,1.42,21,{}
0020254301,Tubo Multicapa PE-RT/Al/PE-RT 16 mm x 200m 5 2 200,otros,ud,1.49,21,{}
0020254302,Tubo Multicapa PE-RT/Al/PE-RT 16 mm x 500m 5 2 500,otros,ud,1.49,21,{}
8000013928,"Tubo PEX-a para autofijación 16 mm x 200m 5 1,8 200",otros,ud,2.47,21,{}
0020254321,"Conexión eurocono a tubo de 16 x 2 mm (3/4"") (2 uds)",otros,ud,8.00,21,{}
0010030522,"Conexión eurocono a tubo de 16 x 1,8 mm (3/4"") (2 uds)",otros,ud,8.00,21,{}
0020254322,"Conexión eurocono a tubo de 17 x 2 mm (3/4"") (2 uds)",otros,ud,8.00,21,{}
0020148120,Curva plástico SRR 16 mm,otros,ud,2.00,21,{}
0020254576,Curva plástico SRR 16-17 mm,otros,ud,2.00,21,{}
0020331790,Manguito para la reparación de fisuras o grietas en el tubo,accesorio,ud,26.00,21,{}
8000013943,Liso térmico 10.000 x 1.000 EPS con grafito,otros,ud,16.60,21,{}
8000040670,Zócalo perimetral con tira de adhesivo 7 mm x 150 mm x 50 m,otros,ud,61.00,21,{}
0020206459,Grapa para panel aislante 16-20 mm (300 uds.),otros,ud,40.00,21,{}
0020254308,Colectores termoplásticos 4 vías,otros,ud,299.00,21,{}
0020254310,Colectores termoplásticos 6 vías,otros,ud,367.00,21,{}
0020254312,Colectores termoplásticos 8 vías,otros,ud,462.00,21,{}
0020254314,Colectores termoplásticos 10 vías,otros,ud,533.00,21,{}
0020254317,Colector termoplástico 1 vía para ampliaciones,otros,ud,50.00,21,{}
0020287280,Colectores termoplásticos 3 vías para ampliaciones,otros,ud,123.00,21,{}
0010042353,Caja metálica L = 540 mm,otros,ud,205.00,21,{}
0020254318,Caja metálica L = 700 mm,otros,ud,207.00,21,{}
0020254319,Caja metálica L = 850 mm,otros,ud,228.00,21,{}
0020254320,Caja metálica L = 1.000 mm,otros,ud,246.00,21,{}
0020254324,Purgador manual (2 uds),accesorio,ud,7.00,21,{}
0020254325,Purgador automático (2 uds),accesorio,ud,33.00,21,{}
0020254326,Caudalímetro (5 uds),otros,ud,141.00,21,{}
0020254327,Soporte colector (1 ud),accesorio,ud,3.00,21,{}
0020314643,Termómetro (2 uds),otros,ud,25.00,21,{}
0020254571,Actuador térmico 230V*,otros,ud,43.00,21,{}
0020254616,"Actuador térmico 230V, con final de carrera*",otros,ud,50.00,21,{}
0020254573,Adaptador colector termoplástico,otros,ud,2.00,21,{}
8000013939,"EPS 1.400 x 800 10/32 0,034 0,25 50 1,12 16 17,92",otros,ud,22.32,21,{}
0020235167,Nº de Captadores por fila 2* 0020235157 950 0020235162 800,otros,ud,410.00,21,{}
0020126418,Nº de 1 0020072203 545 0020126406 410 0020072193 495,otros,ud,370.00,21,{}
0020126419,por fila 2 0020072204 830 0020126407 650 0020072194 765,otros,ud,600.00,21,{}
0020072213,Nº de 1 0020072223 175,otros,ud,190.00,21,{}
0020072214,por fila 2 0020072224 290,otros,ud,320.00,21,{}
0010006528,VIH 1000 2 1.000 - 950/2.250,otros,ud,4830.00,21,{}
0010005628,VIH 1500 1.500 - 1.360/1.850,otros,ud,7070.00,21,{}
0010005629,VIH 2000 4 2.000 - 1.360/2.300,otros,ud,7640.00,21,{}
0010005630,VIH 2500 4 2.500 - 1.660/2.035,otros,ud,8880.00,21,{}
0010005631,VIH 3000 4 3.000 - 1.660/2.325,otros,ud,10000.00,21,{}
0010005633,VIH 4000 4 4.000 - 1.910/2.345,otros,ud,11410.00,21,{}
0010008879,"VIH 740 S 1-2 740 2,7 950/1.840",otros,ud,4545.00,21,{}
0010006530,"VIH 1000 S 2 1.000 3,3 950/2.250",otros,ud,5885.00,21,{}
0010018623,"VIH 1500 SB1 3 1.500 3,4 1.160/2.320",otros,ud,8990.00,21,{}
0010005659,"VIH 2000 S 3-4 2.000 3,4 1.360/2.300",otros,ud,11285.00,21,{}
0010005660,"VIH 2500 S 3-4 2.500 4,8 1.660/2.035",otros,ud,14650.00,21,{}
0010005661,"VIH 3000 S 3.000 5,0 1.660/2.325",otros,ud,15475.00,21,{}
0010005649,VI 800 2 800 - 950/1.840,deposito_inercia,ud,3095.00,21,{}
0010005650,VI 1000 2 1.000 - 950/2.250,deposito_inercia,ud,3630.00,21,{}
0010005651,VI 1500 1.500 - 1.360/1.850,deposito_inercia,ud,4430.00,21,{}
0010005652,VI 2000 2.000 - 1.360/2.300,deposito_inercia,ud,4990.00,21,{}
0010005653,VI 2500 2.500 - 1.660/2.035,deposito_inercia,ud,6070.00,21,{}
0010005654,VI 3000 3.000 - 1.660/2.325,deposito_inercia,ud,6645.00,21,{}
0010005656,VI 4000 4.000 - 1.910/2.345,deposito_inercia,ud,8025.00,21,{}
0010005657,VI 5000 5.000 - 1.910/2.750,deposito_inercia,ud,10225.00,21,{}
0020210909,"Forro 1500 SB1** · Forro envolvente acolchado, color gris",otros,ud,680.00,21,{}
0020072263,Forro 2000 · Semitapas superiores y tapa boca lateral,otros,ud,655.00,21,{}
0020072264,Forro 2500,otros,ud,750.00,21,{}
0020072265,Forro 3000,otros,ud,800.00,21,{}
0020072267,Forro 4000 (*) Para VI/VIH 1500,otros,ud,975.00,21,{}
0020072268,Forro 5000,otros,ud,1075.00,21,{}
0010048535,Bracket Para montar VR 940f sobre receptor inalámbrico de sensoCOMFORT/HOME,regulacion,ud,5.00,21,"{""control"": ""inalambrico""}"
0020266791,Sonda de temperatura Sonda de temperatura exterior cableada,accesorio,ud,25.00,21,{}
8000014265,ecoTEC plus VMW 36CS/1-5 C (N-ES) sensoHOME,caldera,ud,4035.00,21,{}
8000014266,ecoTEC plus VMW 36CS/1-5 Cf (N-ES) sensoHOME Radio,caldera,ud,4115.00,21,{}
8000014267,ecoTEC plus VMW 32CS/1-5 C (N-ES) sensoHOME,caldera,ud,3650.00,21,{}
8000014256,ecoTEC plus VMW 32CS/1-5 Cf (N-ES) sensoHOME Radio,caldera,ud,3720.00,21,{}
8000014269,ecoTEC plus VMW 26CS/1-5 C (N-ES) sensoHOME,caldera,ud,3010.00,21,{}
8000014271,ecoTEC plus VMW 26CS/1-5 Cf (N-ES) sensoHOME Radio,caldera,ud,3080.00,21,{}
8000014257,ecoTEC plus VMW 23CS/1-5 C (N-ES) sensoHOME,caldera,ud,2860.00,21,{}
8000014258,ecoTEC plus VMW 23CS/1-5 Cf (N-ES) sensoHOME Radio,caldera,ud,2925.00,21,{}
8000014504,ecoTEC pro VMW 286/5-3 (H-ES) + sensoHOME cableado,caldera,ud,2985.00,21,"{""control"": ""cableado""}"
8000014505,ecoTEC pro VMW 286/5-3 (H-ES) + sensoHOME radio,caldera,ud,3075.00,21,{}
