referencia,nombre,familia,unidad,precio_tarifa,iva,atributos
8000047646,Pack GeniaSet Max ES 15 400V MiPro Sense cableado 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,19675.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
8000047624,Pack GeniaSet Max ES 5 inoxidable MiPro Sense inalámbrico 1C,otros,ud,13620.00,21,"{""control"": ""inalambrico""}"
8000047625,Pack GeniaSet Max ES 5 inoxidable MiPro Sense cableado 1C,otros,ud,13520.00,21,"{""control"": ""cableado""}"
8000047631,Pack GeniaSet Max ES 8 inoxidable MiPro Sense inalámbrico 1C,otros,ud,14290.00,21,"{""control"": ""inalambrico""}"
8000047632,Pack GeniaSet Max ES 8 inoxidable MiPro Sense cableado 1C,otros,ud,14190.00,21,"{""control"": ""cableado""}"
8000047633,Pack GeniaSet Max ES 12 230V inoxidable MiPro Sense inalámbrico 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,17525.00,21,"{""control"": ""inalambrico""}"
8000047634,Pack GeniaSet Max ES 12 230V inoxidable MiPro Sense cableado 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,17425.00,21,"{""control"": ""cableado""}"
8000047635,Pack GeniaSet Max ES 12 400V inoxidable MiPro Sense inalámbrico 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18300.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
8000047636,Pack GeniaSet Max ES 12 400V inoxidable MiPro Sense cableado 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18200.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
8000047637,Pack GeniaSet Max ES 15 230V inoxidable MiPro Sense inalámbrico 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18170.00,21,"{""control"": ""inalambrico""}"
8000047638,Pack GeniaSet Max ES 15 230V inoxidable MiPro Sense cableado 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18070.00,21,"{""control"": ""cableado""}"
8000047639,Pack GeniaSet Max ES 15 400V inoxidable MiPro Sense inalámbrico 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18970.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
8000047640,Pack GeniaSet Max ES 15 400V inoxidable MiPro Sense cableado 1C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18870.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
8000049410,Pack GeniaSet Max ES 5 inoxidable MiPro Sense inalámbrico 2C NOVEDAD DISPONIBLE,otros,ud,15030.00,21,"{""control"": ""inalambrico""}"
8000049424,Pack GeniaSet Max ES 5 inoxidable MiPro Sense cableado 2C NOVEDAD A PARTIR DE,otros,ud,14930.00,21,"{""control"": ""cableado""}"
8000049431,Pack GeniaSet Max ES 8 inoxidable MiPro Sense inalámbrico 2C NOVEDAD MAYO,otros,ud,15700.00,21,"{""control"": ""inalambrico""}"
8000049432,Pack GeniaSet Max ES 8 inoxidable MiPro Sense cableado 2C,otros,ud,15600.00,21,"{""control"": ""cableado""}"
8000049434,Pack GeniaSet Max ES 12 230V inoxidable MiPro Sense inalámbrico 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18935.00,21,"{""control"": ""inalambrico""}"
8000049435,Pack GeniaSet Max ES 12 230V inoxidable MiPro Sense cableado 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,18835.00,21,"{""control"": ""cableado""}"
8000049425,Pack GeniaSet Max ES 12 400V inoxidable MiPro Sense inalámbrico 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,19710.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
8000049426,Pack GeniaSet Max ES 12 400V inoxidable MiPro Sense cableado 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,19610.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
8000049436,Pack GeniaSet Max ES 15 230V inoxidable MiPro Sense inalámbrico 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,19580.00,21,"{""control"": ""inalambrico""}"
